no	code	name	lambda	alpha	delta	da	dd	vel	a	q	e	peri	node	i
1	CAP	α Capricornids	128.90	306.60	-8.20	0.54	0.26	22.20	2.62	0.60	0.77	266.67	128.90	7.68
1	CAP	α Capricornids	122.30	306.70	-9.30	0.91	0.25	23.40	2.37	0.55	0.77	273.30	122.30	7.70
1	CAP	α Capricornids	123.80	303.40	-10.60	0.75	0.28	22.20	2.54	0.59	0.77	267.60	123.80	7.20
1	CAP	α Capricornids	129.00	308.40	-9.60	0.90	0.30	22.80	2.53	0.59	0.77	269.00	127.70	7.00
1	CAP	α Capricornids	127.90	307.10	-8.90	0.00	0.00	22.60	2.55	0.59	0.77	268.40	127.90	7.40
1	CAP	α Capricornids	123.50	302.90	-9.90	0.66	0.28	22.20	2.35	0.59	0.75	269.20	123.30	7.30
1	CAP	α Capricornids	126.10	305.70	-9.40	0.50	0.26	22.40	2.55	0.59	0.77	268.40	127.90	7.40
1	CAP	α Capricornids	127.00	306.50	-9.20	0.97	0.24	23.00	2.54	0.58	0.77	268.90	125.40	7.50
2	STA	Southern Taurids	224.00	49.40	13.00	0.73	0.18	28.00	2.07	0.35	0.83	115.40	37.30	5.40
2	STA	Sorthern Taurids	207.60	40.60	10.30	0.00	0.00	27.80	1.89	0.34	0.82	117.90	27.60	6.00
2	STA	Sorthern Taurids	196.50	31.00	8.00	0.82	0.29	27.92	1.67	0.31	0.81	122.50	16.00	3.00
2	STA	Sorthern Taurids	196.00	30.90	8.10	0.82	0.29	28.20	1.72	0.31	0.82	122.26	16.00	5.30
2	STA	Southern Taurids	216.00	47.90	12.80	0.99	0.26	26.60	1.95	0.35	0.80	116.60	34.40	5.30
3	SIA	Southern ι Aquariids	131.70	334.70	-14.20	1.07	0.18	33.80	2.36	0.21	0.91	131.80	311.70	6.90
3	SIA	Southern ι Aquariids	131.70	339.00	-15.60	0.00	0.00	34.80	2.68	0.19	0.93	137.50	306.90	8.60
3	SIA	Southern ι Aquariids	129.50	332.90	-14.70	0.36	-0.14	30.50	1.55	0.22	0.86	134.30	309.10	5.30
4	GEM	Geminids	262.10	113.20	32.50	1.02	-0.15	34.58	1.37	0.14	0.90	324.42	261.49	24.02
4	GEM	Geminids	261.60	112.90	32.30	0.00	0.00	34.60	1.38	0.14	0.90	324.20	261.60	23.50
4	GEM	Geminids	261.50	112.80	32.10	1.10	-0.17	35.00	1.42	0.14	0.90	324.60	261.30	24.00
4	GEM	Geminids	261.00	112.50	32.10	1.12	-0.17	34.50	1.35	0.14	0.90	324.95	261.00	23.20
4	GEM	Geminids	262.00	113.50	32.30	1.15	-0.16	33.80	1.31	0.15	0.89	324.30	261.70	22.90
5	SDA	Southern δ Aquariids	125.60	342.10	-15.40	0.00	0.00	40.50	3.11	0.09	0.97	148.90	312.20	26.40
5	SDA	Southern δ Aquariids	127.20	340.40	-16.30	0.73	0.26	40.20	1.97	0.07	0.97	154.50	307.20	30.80
5	SDA	Southern δ Aquariids	126.70	339.60	-16.10	0.75	0.21	41.01	2.80	0.08	0.97	150.60	306.70	25.50
5	SDA	Southern δ Aquariids	125.60	305.70	-16.10	0.80	0.18	41.40	2.88	0.07	0.98	152.80	152.80	27.20
5	SDA	Southern δ Aquariids	126.50	340.10	-17.00	0.90	0.20	40.80	2.33	0.07	0.97	152.40	306.50	32.50
5	SDA	Southern δ Aquariids	128.20	341.00	-15.80	0.00	0.00	40.80	2.79	0.08	0.97	151.10	308.20	26.90
5	SDA	Southern δ Aquariids	126.50	341.00	-16.10	0.78	0.25	41.10	2.38	0.07	0.97	153.90	306.20	30.90
5	SDA	Southern δ Aquariids	128.00	341.30	-15.70	0.95	0.38	41.30	2.59	0.07	0.98	152.90	306.60	29.00
6	LYR	April Lyrids	32.40	272.00	33.30	0.00	0.00	46.60	45.70	0.92	0.98	214.30	31.80	79.60
6	LYR	April Lyrids	32.40	271.90	33.30	1.23	0.17	47.07	56.00	0.92	0.98	214.50	32.20	79.50
6	LYR	April Lyrids	32.40	271.90	33.60	1.10	0.00	47.60	28.00	0.92	0.97	214.30	32.50	79.00
6	LYR	April Lyrids	32.40	272.00	33.30	0.00	0.00	47.10	83.55	0.92	0.99	214.20	32.40	79.80
6	LYR	April Lyrids	32.50	272.30	32.60	1.50	-0.30	47.30	22.20	0.91	0.96	215.80	32.30	80.70
6	LYR	April Lyrids	32.00	272.20	32.60	0.62	-0.33	46.60	10.85	0.91	0.92	215.71	32.00	80.00
6	LYR	April Lyrids	32.00	272.00	33.40	0.66	0.02	46.70	10.80	0.92	0.96	214.00	32.30	79.40
7	PER	Perseids	140.19	46.80	57.77	1.38	0.18	59.49	24.00	0.95	0.96	150.40	139.70	113.00
7	PER	Perseids	140.19	48.33	57.96	0.00	0.00	59.38	71.40	0.95	0.99	151.30	140.19	113.22
7	PER	Perseids	139.40	47.30	58.20	0.00	0.00	59.00	19.35	0.95	0.95	150.30	139.40	112.70
7	PER	Perseids	139.50	46.90	56.90	1.23	0.27	62.10	-6.40	0.96	1.15	155.10	139.80	116.20
7	PER	Perseids	140.00	48.00	57.20	1.39	0.29	61.40	-9.91	0.96	1.10	153.12	140.00	115.60
7	PER	Perseids	140.00	48.20	58.10	1.40	0.26	59.00	9.57	0.95	0.95	150.40	139.30	113.10
8	ORI	Orionids	208.60	95.40	15.90	0.70	0.11	66.20	9.68	0.57	0.94	82.80	28.60	164.20
8	ORI	Orionids	208.70	94.70	15.90	0.65	0.11	66.53	18.00	0.58	0.97	81.50	28.70	164.30
8	ORI	Orionids	209.80	96.30	16.10	0.00	0.00	66.40	15.27	0.56	0.96	83.20	29.80	164.60
8	ORI	Orionids	207.50	94.70	15.50	0.78	0.03	66.40	9.71	0.60	0.94	80.10	27.00	163.60
8	ORI	Orionids	208.00	95.50	15.20	0.78	0.02	65.40	5.47	0.57	0.90	83.98	28.00	162.80
8	ORI	Orionids	209.00	95.90	15.70	1.03	-0.05	66.30	6.87	0.58	0.94	82.20	28.30	163.90
9	DRA	October Draconids	203.90	274.70	52.40	0.00	0.00	16.70	2.39	0.99	0.58	178.20	203.90	25.50
9	DRA	October Draconids	195.10	264.10	57.60	1.90	0.30	20.40	3.02	1.00	0.67	172.90	196.40	31.40
9	DRA	October Draconids	195.50	261.70	54.80	0.00	0.00	19.70	2.89	0.99	0.66	171.90	196.60	30.30
9	DRA	October Draconids	195.00	262.90	55.70	0.34	-0.05	20.70	3.15	1.00	0.71	173.20	195.00	31.40
10	QUA	Quadrantids	283.28	230.00	49.50	0.40	-0.20	41.36	3.14	0.98	0.69	172.00	283.30	72.00
10	QUA	Quadrantids	283.20	230.20	49.20	0.00	0.00	41.20	3.02	0.98	0.68	171.10	283.20	71.90
10	QUA	Quadrantids	283.50	231.70	48.50	0.72	-0.55	42.00	3.70	0.98	0.74	168.50	283.20	72.50
10	QUA	Quadrantids	283.00	231.50	48.50	0.78	-0.38	41.70	3.35	0.97	0.71	168.14	283.00	72.40
10	QUA	Quadrantids	283.00	230.20	49.50	0.56	-0.25	40.70	2.82	0.98	0.66	171.40	283.30	71.20
11	EVI	η Virginids	354.00	182.10	2.60	1.00	-0.37	29.20	2.56	0.38	0.85	349.10	280.50	3.50
11	EVI	η Virginids	354.00	174.30	4.70	0.90	0.31	34.20	2.64	0.23	0.91	308.00	334.50	3.50
11	EVI	η Virginids	357.00	184.80	3.90	0.92	-0.40	26.60	2.47	0.46	0.81	281.00	355.70	5.40
12	KCG	κ Cygnids	145.20	286.20	59.10	0.00	0.00	24.80	3.09	0.99	0.68	194.00	145.00	38.00
12	KCG	κ Cygnids	145.20	284.00	52.70	0.00	0.00	24.00	5.12	0.98	0.81	201.40	139.40	35.90
12	KCG	κ Cygnids	147.60	289.50	55.60	0.00	0.00	24.90	4.14	0.98	0.76	201.90	147.60	38.50
12	KCG	κ Cygnids	141.00	277.50	52.80	0.40	0.05	20.90	2.95	0.99	0.66	196.90	140.00	32.50
13	LEO	Leonids	235.10	154.24	21.60	0.66	-0.33	70.66	10.10	0.99	0.90	173.50	236.15	162.36
13	LEO	Leonids	235.20	153.00	22.00	0.70	-0.42	70.70	11.50	0.98	0.91	172.50	235.20	162.60
13	LEO	Leonids	235.00	153.60	22.10	0.60	-0.45	70.26	10.30	0.98	0.90	172.40	235.00	162.10
13	LEO	Leonids	235.70	153.90	21.60	0.94	-0.60	70.92	15.20	0.98	0.94	172.36	235.70	162.53
13	LEO	Leonids	235.40	153.60	21.80	0.00	0.00	70.80	12.01	0.98	0.92	173.20	235.40	162.40
13	LEO	Leonids	236.50	155.00	21.60	0.63	-0.27	69.00	4.22	0.98	0.77	170.30	236.20	161.50
13	LEO	Leonids	237.00	155.10	21.10	0.55	-0.37	67.30	2.52	0.98	0.61	171.11	237.00	162.00
13	LEO	Leonids	235.00	153.80	21.80	0.99	-0.36	70.20	6.63	0.98	0.87	170.80	234.50	162.20
15	URS	Ursids	271.00	219.35	75.34	0.00	0.00	33.00	4.62	0.94	0.80	204.90	270.74	51.50
15	URS	Ursids	270.50	222.00	74.60	0.00	0.00	37.60	-10.30	0.95	1.09	201.60	270.80	57.30
15	URS	Ursids	270.50	222.10	74.80	1.77	-0.05	35.60	24.11	0.95	0.96	202.53	270.00	55.50
15	URS	Ursids	271.00	219.90	75.40	0.05	-0.31	32.90	4.87	0.94	0.81	205.60	270.10	52.60
16	HYD	σ Hydrids	265.50	131.90	0.20	0.72	-0.21	58.00	12.30	0.22	0.98	124.00	84.80	124.90
16	HYD	σ Hydrids	259.10	127.10	1.80	0.00	0.00	58.00	10.77	0.24	0.98	122.50	79.10	126.50
16	HYD	σ Hydrusids	266.00	134.40	-0.10	0.92	-0.28	58.90	9.08	0.26	0.98	119.50	76.50	128.70
17	NTA	Northern Taurids	224.00	58.60	21.60	0.80	0.16	28.30	2.12	0.35	0.83	294.90	226.20	3.10
17	NTA	Northern Taurids	224.00	44.00	18.90	0.82	0.22	30.69	2.20	0.28	0.87	302.30	212.70	2.90
17	NTA	Northern Taurids	214.10	44.70	19.80	0.00	0.00	29.60	2.16	0.32	0.85	298.80	214.10	3.40
17	NTA	Northern Taurids	224.50	53.30	21.00	0.88	0.19	28.10	2.06	0.35	0.83	294.80	223.80	2.30
17	NTA	Northern Taurids	219.00	48.90	17.70	0.84	0.25	28.10	2.06	0.35	0.83	115.09	39.10	0.40
17	NTA	Northern Taurids	220.00	48.90	20.70	1.03	0.26	28.00	2.13	0.35	0.83	294.60	220.60	3.00
18	AND	Andromedids	232.00	24.20	32.50	0.63	0.33	17.20	2.76	0.79	0.71	238.90	231.00	10.00
18	AND	Andromedids	223.00	20.70	28.00	1.00	0.37	18.20	2.99	0.76	0.74	243.70	222.50	9.40
19	MON	December Monocerotids	260.90	101.80	8.10	0.83	-0.05	42.00	50.70	0.19	1.00	128.10	80.20	35.20
19	MON	December Monocerotids	261.20	103.30	8.00	0.00	0.00	42.50	91.00	0.18	1.00	129.30	81.20	36.80
19	MON	December Monocerotids	261.50	102.60	8.10	0.63	-0.11	41.50	22.30	0.19	0.99	127.90	81.30	34.40
19	MON	December Monocerotids	261.00	102.30	8.60	0.69	-0.24	40.60	8.88	0.19	0.98	128.65	81.00	32.40
19	MON	December Monocerotids	261.00	102.90	7.80	0.97	-0.09	41.40	8.20	0.19	0.98	128.70	78.50	35.20
20	COM	Comae Berenicids	274.00	175.20	22.20	0.00	0.00	63.70	14.40	0.54	0.96	265.00	283.30	139.40
20	COM	Comae Berenicids	265.70	159.70	31.60	0.79	-0.32	63.00	14.40	0.54	0.96	265.00	283.30	139.40
20	COM	Comae Berenicids	275.90	168.80	27.20	0.00	0.00	67.00	-4.02	0.61	1.15	253.00	275.90	137.30
20	COM	Comae Berenicids	277.40	169.50	26.60	0.00	0.00	63.06	11.91	0.54	0.96	266.10	277.40	135.30
20	COM	Comae Berenicids	262.20	156.10	32.70	0.00	0.00	62.30	11.90	0.55	0.95	265.60	262.20	133.80
20	COM	Comae Berenicids	261.70	163.70	39.70	0.00	0.00	64.00	3.76	0.81	0.78	249.00	261.70	138.00
20	COM	Comae Berenicids	274.00	167.00	28.00	0.96	-0.39	63.30	8.58	0.56	0.96	263.50	272.20	135.30
21	AVB	α Virginids	21.70	185.40	9.60	0.00	0.00	16.80	2.58	0.69	0.73	240.40	21.70	4.20
21	AVB	α Virginids	28.90	195.60	-5.30	0.00	0.00	16.60	2.35	0.75	0.68	247.50	28.90	0.70
21	AVB	α Virginids	31.80	195.60	0.70	0.00	0.00	0.00	2.56	0.81	0.68	239.70	31.80	3.10
21	AVB	α Virginids	32.00	203.50	2.90	0.91	-0.36	18.80	2.55	0.74	0.72	247.90	30.00	7.00
22	LMI	Leonis Minorids	209.00	159.50	36.70	1.42	-0.36	61.90	286.00	0.62	1.00	102.73	208.36	125.32
22	LMI	Leonis Minorids	209.00	160.70	37.20	0.96	0.08	61.80	33.60	0.64	0.98	106.30	209.90	124.50
22	LMI	Leonis Minorids	209.00	159.90	36.60	1.02	-0.38	61.90	10.60	0.62	0.99	104.30	208.20	125.20
23	EGE	ε Geminids	206.00	101.60	26.70	0.00	0.00	68.80	10.00	0.73	0.93	241.70	209.00	172.90
23	EGE	ε Geminids	206.00	104.80	26.90	0.70	0.00	69.40	26.77	0.77	0.97	237.00	209.70	173.00
23	EGE	ε Geminids	198.00	93.80	28.10	1.13	-0.03	69.60	11.30	0.81	0.96	230.90	198.40	171.20
25	NOA	Northern October δ Arietids	201.70	34.70	20.20	0.00	0.00	36.30	4.05	0.22	0.95	307.00	201.70	12.00
25	NOA	Northern October δ Arietids	205.00	38.60	17.80	1.00	0.31	30.10	1.89	0.27	0.86	305.40	206.10	3.60
26	NDA	Northern δ Aquariids	139.00	344.70	0.40	0.00	0.00	40.50	2.54	0.07	0.97	332.60	139.00	23.00
26	NDA	Northern δ Aquariids	140.70	345.30	0.50	0.75	0.21	39.78	2.80	0.10	0.97	327.40	140.70	19.80
26	NDA	Northern δ Aquariids	139.60	339.60	-4.70	1.00	0.20	42.30	2.62	0.07	0.97	332.60	139.60	20.40
26	NDA	Northern δ Aquariids	138.50	344.90	2.20	0.75	0.28	37.70	1.81	0.10	0.95	329.30	138.60	24.10
26	NDA	Northern δ Aquariids	139.00	345.70	2.30	0.72	0.26	37.30	1.70	0.10	0.94	329.94	139.00	23.40
26	NDA	Northern δ Aquariids	146.50	351.50	4.00	0.00	0.00	38.10	2.08	0.10	0.95	328.00	146.50	21.10
26	NDA	Northern δ Aquariids	141.00	347.60	2.10	0.91	0.39	38.40	1.97	0.09	0.96	330.70	140.80	22.30
27	KSE	κ Serpentids	15.70	230.60	17.80	0.00	0.00	45.00	0.45	0.45	0.00	275.00	15.70	65.00
27	KSE	κ Serpentids	15.70	232.60	15.40	0.00	0.00	45.01	41.70	0.42	0.99	279.90	16.50	63.00
27	KSE	κ Serpentids	20.00	240.20	16.80	0.81	-0.20	46.70	7.90	0.49	0.97	273.40	20.10	72.50
28	SOA	Southern October δ Arietids	198.50	33.10	10.60	0.00	0.00	25.60	1.43	0.33	0.77	122.50	18.50	2.90
28	SOA	Southern October δ Arietids	196.00	32.00	8.50	0.95	0.34	29.00	1.75	0.29	0.83	124.60	15.40	5.70
31	ETA	η Aquariids	46.90	336.90	-1.50	0.76	0.42	65.90	16.16	0.58	0.96	97.90	44.44	163.90
31	ETA	η Aquariids	45.60	339.00	-1.40	0.73	0.31	65.00	11.60	0.55	0.95	91.90	45.60	165.10
31	ETA	η Aquariids	46.90	338.02	-1.75	0.89	0.46	0.00	29.80	0.61	0.98	101.50	45.79	165.50
31	ETA	η Aquariids	45.50	338.00	-0.70	0.69	0.33	64.60	7.07	0.54	0.92	91.60	45.10	162.90
31	ETA	η Aquariids	46.30	338.30	-0.80	0.62	0.29	65.40	20.88	0.66	0.97	107.90	58.10	166.10
31	ETA	η Aquariids	58.10	347.20	2.10	0.00	0.00	66.90	20.88	0.66	0.97	107.90	58.10	166.10
31	ETA	η Aquariids	46.00	338.10	-0.80	0.92	0.37	65.70	7.41	0.59	0.96	98.40	46.20	163.60
32	DLM	December Leonis Minorids	262.20	156.10	32.70	0.00	0.00	62.30	11.90	0.55	0.95	265.60	262.20	133.80
32	DLM	December Leonis Minorids	261.70	163.70	39.70	0.00	0.00	64.00	3.76	0.81	0.78	249.00	261.70	138.00
33	NIA	Northern ι Aquariids	147.70	328.40	-5.60	1.03	0.13	31.20	1.63	0.26	0.84	308.00	147.70	5.00
33	NIA	Northern ι Aquariids	145.10	328.00	-4.70	0.90	0.18	27.60	2.42	0.36	0.85	297.40	145.10	7.40
33	NIA	Northern ι Aquariids	159.50	356.00	3.00	0.80	0.33	28.60	1.52	0.27	0.83	309.00	158.80	5.70
33	NIA	Northern ι Aquariids	159.00	355.40	3.40	0.84	0.39	28.70	1.57	0.27	0.83	308.07	159.00	6.90
33	NIA	Northern ι Aquariids	148.00	346.70	-1.20	0.92	0.39	31.30	1.76	0.23	0.87	310.50	147.80	5.90
34	DSE	δ Serpentids	323.00	237.00	9.60	0.00	0.00	65.00	9.23	0.99	0.89	184.70	324.10	130.50
38	CUR	ξ Ursae Majorids	358.00	175.40	30.10	0.00	0.00	18.90	2.90	0.80	0.72	238.50	358.00	12.60
39	NAL	Northern α Leonids	349.00	158.70	31.00	0.40	0.00	11.10	2.02	0.91	0.55	43.30	173.90	6.90
40	ZCY	ζ Cygnids	20.00	303.80	44.80	0.00	0.00	39.00	3.86	0.90	0.77	139.80	19.20	66.40
40	ZCY	ζ Cygnids	32.00	309.50	42.50	0.64	0.26	43.00	3.93	0.90	0.78	140.50	31.50	74.90
43	ZSE	ζ Serpentids	0.10	266.30	-6.30	0.00	0.00	67.42	4.77	0.98	0.79	193.10	0.10	150.00
43	ZSE	ζ Serpentids	12.20	273.70	-6.60	0.00	0.00	67.58	6.36	0.95	0.85	207.90	12.20	150.30
45	PDF	φ Draconids	8.00	267.10	69.40	0.00	0.00	22.90	3.02	0.99	0.67	179.30	8.30	36.30
45	PDF	φ Draconids	7.00	269.50	65.90	0.03	0.00	23.40	2.66	1.00	0.63	178.10	7.20	38.40
46	BCR	β Craterids	13.50	176.80	-26.90	0.00	0.00	22.60	2.72	0.68	0.75	75.60	191.70	17.60
46	BCR	β Craterids	13.50	176.50	-28.30	0.00	0.00	21.00	2.80	0.73	0.74	68.10	196.60	16.50
47	DLI	μ Virginids	39.00	226.80	-8.70	0.00	0.00	28.30	2.53	0.42	0.83	286.50	38.30	9.10
49	LVI	λ Virginids	20.00	210.70	-10.20	0.00	0.00	26.80	2.63	0.34	0.87	295.00	20.20	2.00
52	OUM	ω Ursae Majorids	62.00	174.70	66.70	0.00	0.00	27.10	2.93	1.02	0.65	170.50	66.30	16.70
55	ASC	α Scorpiids	55.20	247.00	-28.80	0.73	-0.07	31.00	2.64	0.33	0.88	116.50	236.80	9.80
55	ASC	α Scorpiids	55.20	240.70	-22.10	0.50	-0.19	35.00	2.15	0.21	0.90	134.00	222.70	3.00
61	TAH	τ Herculids	72.00	228.50	39.80	-0.10	0.90	15.00	2.69	0.97	0.64	204.20	72.60	18.60
63	COR	Corvids	86.00	205.80	0.20	0.92	-0.36	8.70	2.35	1.00	0.57	193.70	91.80	2.60
65	GDE	γ Delphinids	80.40	342.30	12.20	0.00	0.00	55.70	1.04	0.77	0.26	280.10	87.00	143.00
66	NSC	Northern ω Scorpiids	70.00	248.10	-15.30	0.00	0.00	19.60	2.12	0.66	0.69	261.40	73.60	4.10
67	NSA	Northern μ Sagittariids	78.00	271.90	-17.30	0.73	0.07	22.90	2.39	0.57	0.76	271.20	91.70	4.50
69	SSG	Southern μ Sagittariids	78.00	276.40	-27.50	0.73	0.07	19.60	2.14	0.65	0.70	84.30	279.40	2.60
69	SSG	Southern μ Sagittariids	86.00	273.20	-29.50	1.14	0.03	25.10	2.02	0.46	0.77	104.50	266.40	6.00
76	KAQ	κ Aquariids	179.00	334.00	-13.80	0.00	0.00	12.80	2.56	0.88	0.66	45.20	359.80	1.00
76	KAQ	κ Aquariids	179.00	342.30	-2.50	0.80	0.40	15.30	2.94	0.87	0.71	229.20	186.60	2.10
83	OCG	October Cygnids	206.00	317.80	52.60	0.00	0.00	17.20	2.76	0.98	0.65	198.60	195.90	25.00
86	OGC	October γ Cetids	206.40	50.40	-6.90	0.00	0.00	3.30	0.95	0.83	0.12	119.30	26.70	2.70
88	ODR	ο Draconids	115.50	285.00	61.30	0.00	0.00	28.60	4.33	1.01	0.77	192.20	115.50	46.20
88	ODR	ο Draconids	110.00	259.30	55.80	0.34	-0.07	19.60	2.78	1.01	0.64	188.20	104.40	30.30
89	PVI	January π Virginids	295.00	179.00	9.00	0.00	0.00	64.60	12.60	0.40	0.97	283.00	295.20	160.60
90	JCO	January Comae Berenicids	301.00	188.90	16.80	1.30	-0.30	63.90	0.51	0.51	0.00	267.80	300.50	137.30
91	JZA	January ζ Aurigids	292.00	70.30	60.10	0.00	0.00	12.10	2.65	0.64	0.76	209.30	299.10	11.60
92	UER	υ Eridanids	295.60	69.30	-29.00	2.12	0.13	10.10	1.89	0.97	0.49	17.40	115.60	12.30
93	VEL	Puppid-Velid II Complex	296.00	152.40	-65.30	0.00	0.00	37.00	2.40	0.93	0.60	33.00	145.70	62.00
93	VEL	Puppid-Velid II Complex	296.00	133.40	-50.20	0.00	0.00	35.00	12.29	0.86	0.93	43.00	143.70	49.90
94	RGE	ρ Geminids	296.30	115.80	24.90	0.00	0.00	23.00	2.96	0.60	0.80	263.00	296.30	3.00
94	RGE	ρ Geminids	300.70	127.80	33.80	0.00	0.00	20.10	1.83	0.60	0.67	268.50	300.70	9.50
94	RGE	ρ Geminids	302.10	110.80	28.90	1.10	-0.20	0.00	2.66	0.77	0.71	243.40	302.10	3.50
96	NCC	Northern δ Cancrids	300.20	134.20	14.10	1.10	0.00	26.70	1.61	0.37	0.77	116.70	297.10	0.30
96	NCC	Northern δ Cancrids	296.30	126.60	19.50	0.90	-0.20	26.20	2.27	0.45	0.80	282.90	297.10	0.30
96	NCC	Northern δ Cancrids	292.90	124.80	20.80	0.00	0.00	25.80	1.90	0.43	0.78	287.90	292.90	1.20
96	NCC	Northern δ Cancrids	297.10	130.70	19.70	0.00	0.00	26.40	1.83	0.40	0.78	291.30	120.20	4.90
96	NCC	Northern δ Cancrids	296.00	127.60	21.50	1.04	-0.25	27.20	2.23	0.41	0.81	286.60	290.00	2.70
97	SCC	Southern δ Cancrids	296.30	134.10	10.10	0.00	0.00	26.80	2.11	0.48	761.00	100.70	126.90	6.30
97	SCC	Southern δ Cancrids	296.30	118.20	7.70	0.00	0.00	24.00	3.03	0.58	0.81	84.70	120.60	9.90
97	SCC	Southern δ Cancrids	296.00	125.00	14.40	1.00	-0.23	27.00	2.26	0.43	0.81	105.00	109.30	4.70
98	ECO	ε Columbids	307.10	82.40	-34.70	0.76	0.02	16.60	2.96	0.94	0.68	26.00	114.10	21.60
99	JSC	Daytime Scutids	280.40	278.20	-7.80	0.00	0.00	24.10	2.41	0.55	0.77	89.40	280.40	12.40
100	XSA	Daytime ξ Sagittariids	304.90	284.80	-18.60	0.00	0.00	26.30	1.74	0.38	0.78	66.60	296.00	4.30
100	XSA	Daytime ξ Sagittariids	304.90	283.20	-21.90	0.00	0.00	24.40	1.08	0.28	0.74	46.90	304.90	1.10
101	PIH	π Hydrids	317.10	210.30	-23.00	1.30	-0.40	70.70	32.80	0.89	0.97	36.20	137.10	162.20
102	ACE	α Centaurids	319.40	212.10	-59.40	1.90	-0.50	58.20	0.98	0.98	0.00	348.90	138.90	107.00
103	TCE	Centaurid II Complex	321.00	217.80	-43.70	1.10	-0.40	64.60	0.92	0.92	0.00	31.30	150.70	131.80
103	TCE	Centaurid II Complex	321.00	202.80	-48.30	0.00	0.00	59.00	4.58	0.87	0.81	43.00	146.70	114.70
103	TCE	Centaurid II Complex	321.00	218.80	-35.20	0.00	0.00	63.00	1.77	0.92	0.48	39.00	144.70	145.40
104	GBO	γ Bootids	321.00	222.40	39.10	1.06	-0.42	50.30	0.85	0.85	0.00	221.00	321.00	85.50
105	OCN	Centaurid I Complex	323.40	174.60	-55.40	0.90	-0.40	51.40	999.99	0.88	1.00	39.30	142.90	88.30
105	OCN	Centaurid I Complex	323.40	174.30	-55.30	0.00	0.00	45.50	0.84	0.84	0.00	50.70	142.90	82.50
105	OCN	Centaurid I Complex	323.40	160.50	-63.30	0.00	0.00	41.50	2.72	0.98	0.64	7.00	122.70	74.30
105	OCN	Centaurid I Complex	323.40	156.40	-65.30	0.00	0.00	38.40	2.38	0.98	0.59	0.00	119.70	70.00
106	API	α Pictorids	325.70	110.10	-65.10	0.00	0.00	30.00	8.91	0.98	0.89	12.00	145.70	47.20
106	API	α Pictorids	325.70	98.50	-76.00	0.00	0.00	28.90	2.97	0.98	0.67	354.00	145.70	48.40
106	API	α Pictorids	324.00	112.10	-64.10	0.00	0.00	31.00	10.78	0.97	0.91	14.00	144.00	47.80
107	DCH	δ Chamaeleontids	324.70	254.40	-86.10	0.00	0.00	42.60	13.57	0.95	0.93	330.00	144.70	42.60
107	DCH	δ Chamaeleontids	325.70	179.60	-83.30	0.00	0.00	34.20	1.66	0.93	0.44	340.00	145.70	34.20
107	DCH	δ Chamaeleontids	325.70	208.30	-78.20	0.00	0.00	42.00	2.35	0.94	0.60	338.00	145.70	42.00
108	BTU	β Tucanids	358.00	49.60	-77.80	0.00	0.00	36.30	7.54	0.98	0.87	346.00	178.00	58.30
108	BTU	β Tucanids	358.70	50.30	-80.80	0.00	0.00	32.10	2.09	0.98	0.53	347.00	178.70	55.30
109	ACN	α Carinids	311.20	100.70	-54.80	0.04	-0.60	21.70	2.50	0.97	0.61	17.70	131.20	34.20
110	AAN	α Antliids	313.10	162.10	-13.30	0.68	-0.16	42.70	1.79	0.14	0.92	141.90	133.10	64.30
110	AAN	α Antliids	315.50	162.70	-12.60	0.84	-0.36	44.75	2.47	0.14	0.94	140.50	135.50	63.50
110	AAN	α Antliids	312.00	160.70	-12.30	0.74	-0.36	43.25	1.94	0.14	0.93	141.99	132.00	64.30
110	AAN	α Antliids	312.00	157.20	-9.50	0.89	-0.37	45.00	3.57	0.14	0.97	138.30	133.40	58.60
112	NDL	Northern δ Leonids	331.40	155.10	17.90	0.00	0.00	20.60	1.95	0.61	0.69	266.40	331.40	4.80
112	NDL	Northern δ Leonids	338.80	159.70	18.80	0.00	0.00	20.10	2.62	0.64	0.75	259.00	338.80	6.20
113	SDL	Southern δ Leonids	326.40	137.70	17.80	0.00	0.00	17.40	2.18	0.73	0.67	69.00	146.40	4.30
113	SDL	Southern δ Leonids	314.70	136.10	7.20	0.00	0.00	20.90	2.47	0.70	0.72	91.30	134.50	6.40
113	SDL	Southern δ Leonids	334.70	148.60	18.60	0.00	0.00	17.30	1.95	0.80	0.59	237.20	334.70	9.80
114	DXC	Daytime χ Capricornids	311.30	321.40	6.00	0.00	0.00	18.50	3.10	0.76	0.76	118.20	311.30	10.50
115	DCS	Daytime Capricornids-Sagittariids	325.10	315.00	-23.30	0.00	0.00	26.80	1.68	0.35	0.79	242.50	145.10	6.80
115	DCS	Daytime Capricornids-Sagittariids	324.10	316.70	-20.80	0.00	0.00	28.90	2.00	0.36	0.82	246.00	144.70	4.50
115	DCS	Daytime Capricornids-Sagittariids	323.70	308.70	-20.80	0.00	0.00	28.90	1.50	0.28	0.81	234.00	143.70	2.00
115	DCS	Daytime Capricornids-Sagittariids	309.10	299.60	-14.20	0.00	0.00	25.10	1.71	0.42	0.76	69.80	309.10	6.20
115	DCS	Daytime Capricornids-Sagittariids	315.50	299.80	-15.30	0.00	0.00	29.40	1.99	0.31	0.84	60.00	314.00	6.80
